id,company_name,cin,rank_csr,public,year,spending_pbt3_pct
584,LARSEN & TOUBRO LTD.,L99999MH1946PLC004768,21,0,2011_12,NA
585,LARSEN & TOUBRO LTD.,L99999MH1946PLC004768,21,0,2012_13,1.22
586,LARSEN & TOUBRO LTD.,L99999MH1946PLC004768,21,0,2013_14,1.22
587,LARSEN & TOUBRO LTD.,L99999MH1946PLC004768,21,0,2014_15,1.44
588,LARSEN & TOUBRO LTD.,L99999MH1946PLC004768,21,0,2015_16,2.36
589,LARSEN & TOUBRO LTD.,L99999MH1946PLC004768,21,0,2016_17,2.04
590,LARSEN & TOUBRO LTD.,L99999MH1946PLC004768,21,0,2017_18,2.01
591,LARSEN & TOUBRO LTD.,L99999MH1946PLC004768,21,0,2018_19,2
592,LUPIN LTD.,L24100MH1983PLC029442,84,0,2007_08,NA
593,LUPIN LTD.,L24100MH1983PLC029442,84,0,2008_09,NA
594,LUPIN LTD.,L24100MH1983PLC029442,84,0,2009_10,NA
595,LUPIN LTD.,L24100MH1983PLC029442,84,0,2010_11,NA
596,LUPIN LTD.,L24100MH1983PLC029442,84,0,2011_12,NA
597,LUPIN LTD.,L24100MH1983PLC029442,84,0,2012_13,NA
598,LUPIN LTD.,L24100MH1983PLC029442,84,0,2013_14,NA
599,LUPIN LTD.,L24100MH1983PLC029442,84,0,2014_15,0.63
600,LUPIN LTD.,L24100MH1983PLC029442,84,0,2015_16,0.76
601,LUPIN LTD.,L24100MH1983PLC029442,84,0,2016_17,0.59
602,LUPIN LTD.,L24100MH1983PLC029442,84,0,2017_18,0.58
603,LUPIN LTD.,L24100MH1983PLC029442,84,0,2018_19,1.16
604,M M FORGINGS LTD.,L51102TN1946PLC001473,64,0,2007_08,NA
605,M M FORGINGS LTD.,L51102TN1946PLC001473,64,0,2008_09,NA
606,M M FORGINGS LTD.,L51102TN1946PLC001473,64,0,2009_10,NA
607,M M FORGINGS LTD.,L51102TN1946PLC001473,64,0,2010_11,NA
608,M M FORGINGS LTD.,L51102TN1946PLC001473,64,0,2011_12,NA
609,M M FORGINGS LTD.,L51102TN1946PLC001473,64,0,2012_13,NA
610,M M FORGINGS LTD.,L51102TN1946PLC001473,64,0,2013_14,NA
611,M M FORGINGS LTD.,L51102TN1946PLC001473,64,0,2014_15,NA
612,M M FORGINGS LTD.,L51102TN1946PLC001473,64,0,2015_16,220.31
613,M M FORGINGS LTD.,L51102TN1946PLC001473,64,0,2016_17,2.01
614,M M FORGINGS LTD.,L51102TN1946PLC001473,64,0,2017_18,2.04
615,M M FORGINGS LTD.,L51102TN1946PLC001473,64,0,2018_19,2.01
616,MAHANADI COALFIELDS LTD.,U10102OR1992GOI003038,24,1,2007_08,NA
617,MAHANADI COALFIELDS LTD.,U10102OR1992GOI003038,24,1,2008_09,NA
618,MAHANADI COALFIELDS LTD.,U10102OR1992GOI003038,24,1,2009_10,NA
619,MAHANADI COALFIELDS LTD.,U10102OR1992GOI003038,24,1,2010_11,NA
620,MAHANADI COALFIELDS LTD.,U10102OR1992GOI003038,24,1,2011_12,0.89
621,MAHANADI COALFIELDS LTD.,U10102OR1992GOI003038,24,1,2012_13,0.62
622,MAHANADI COALFIELDS LTD.,U10102OR1992GOI003038,24,1,2013_14,2.13
623,MAHANADI COALFIELDS LTD.,U10102OR1992GOI003038,24,1,2014_15,NA
624,MAHANADI COALFIELDS LTD.,U10102OR1992GOI003038,24,1,2015_16,3.27
625,MAHANADI COALFIELDS LTD.,U10102OR1992GOI003038,24,1,2016_17,2.94
626,MAHANADI COALFIELDS LTD.,U10102OR1992GOI003038,24,1,2017_18,4.36
627,MAHANADI COALFIELDS LTD.,U10102OR1992GOI003038,24,1,2018_19,2.45
628,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,L65921MH1991PLC059642,58,0,2007_08,NA
629,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,L65921MH1991PLC059642,58,0,2008_09,NA
630,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,L65921MH1991PLC059642,58,0,2009_10,NA
631,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,L65921MH1991PLC059642,58,0,2010_11,NA
632,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,L65921MH1991PLC059642,58,0,2011_12,0.89
633,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,L65921MH1991PLC059642,58,0,2012_13,0.8
634,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,L65921MH1991PLC059642,58,0,2013_14,0.75
635,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,L65921MH1991PLC059642,58,0,2014_15,2
636,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,L65921MH1991PLC059642,58,0,2015_16,2
637,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,L65921MH1991PLC059642,58,0,2016_17,2
638,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,L65921MH1991PLC059642,58,0,2017_18,2.01
639,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,L65921MH1991PLC059642,58,0,2018_19,2
640,MAHINDRA & MAHINDRA LTD.,L65990MH1945PLC004558,27,0,2007_08,NA
641,MAHINDRA & MAHINDRA LTD.,L65990MH1945PLC004558,27,0,2008_09,NA
642,MAHINDRA & MAHINDRA LTD.,L65990MH1945PLC004558,27,0,2009_10,NA
643,MAHINDRA & MAHINDRA LTD.,L65990MH1945PLC004558,27,0,2010_11,NA
644,MAHINDRA & MAHINDRA LTD.,L65990MH1945PLC004558,27,0,2011_12,2.92
645,MAHINDRA & MAHINDRA LTD.,L65990MH1945PLC004558,27,0,2012_13,2.68
646,MAHINDRA & MAHINDRA LTD.,L65990MH1945PLC004558,27,0,2013_14,3.14
647,MAHINDRA & MAHINDRA LTD.,L65990MH1945PLC004558,27,0,2014_15,2
648,MAHINDRA & MAHINDRA LTD.,L65990MH1945PLC004558,27,0,2015_16,2
649,MAHINDRA & MAHINDRA LTD.,L65990MH1945PLC004558,27,0,2016_17,2.01
650,MAHINDRA & MAHINDRA LTD.,L65990MH1945PLC004558,27,0,2017_18,2.02
651,MAHINDRA & MAHINDRA LTD.,L65990MH1945PLC004558,27,0,2018_19,2
652,MARUTI SUZUKI INDIA LTD.,L34103DL1981PLC011375,28,0,2007_08,NA
653,MARUTI SUZUKI INDIA LTD.,L34103DL1981PLC011375,28,0,2008_09,NA
654,MARUTI SUZUKI INDIA LTD.,L34103DL1981PLC011375,28,0,2009_10,NA
655,MARUTI SUZUKI INDIA LTD.,L34103DL1981PLC011375,28,0,2010_11,NA
656,MARUTI SUZUKI INDIA LTD.,L34103DL1981PLC011375,28,0,2011_12,0.43
657,MARUTI SUZUKI INDIA LTD.,L34103DL1981PLC011375,28,0,2012_13,0.64
658,MARUTI SUZUKI INDIA LTD.,L34103DL1981PLC011375,28,0,2013_14,0.85
659,MARUTI SUZUKI INDIA LTD.,L34103DL1981PLC011375,28,0,2014_15,1.49
660,MARUTI SUZUKI INDIA LTD.,L34103DL1981PLC011375,28,0,2015_16,2.4
661,MARUTI SUZUKI INDIA LTD.,L34103DL1981PLC011375,28,0,2016_17,2
662,MARUTI SUZUKI INDIA LTD.,L34103DL1981PLC011375,28,0,2017_18,2.07
663,MARUTI SUZUKI INDIA LTD.,L34103DL1981PLC011375,28,0,2018_19,2.01
664,N H P C LTD.,L40101HR1975GOI032564,40,1,2007_08,NA
665,N H P C LTD.,L40101HR1975GOI032564,40,1,2008_09,NA
666,N H P C LTD.,L40101HR1975GOI032564,40,1,2009_10,NA
667,N H P C LTD.,L40101HR1975GOI032564,40,1,2010_11,NA
668,N H P C LTD.,L40101HR1975GOI032564,40,1,2011_12,0.27
669,N H P C LTD.,L40101HR1975GOI032564,40,1,2012_13,0.56
670,N H P C LTD.,L40101HR1975GOI032564,40,1,2013_14,1
671,N H P C LTD.,L40101HR1975GOI032564,40,1,2014_15,NA
672,N H P C LTD.,L40101HR1975GOI032564,40,1,2015_16,3.36
673,N H P C LTD.,L40101HR1975GOI032564,40,1,2016_17,3.43
674,N H P C LTD.,L40101HR1975GOI032564,40,1,2017_18,1.3
675,N H P C LTD.,L40101HR1975GOI032564,40,1,2018_19,0.59
676,N L C INDIA LTD.,L93090TN1956GOI003507,44,1,2007_08,NA
677,N L C INDIA LTD.,L93090TN1956GOI003507,44,1,2008_09,NA
678,N L C INDIA LTD.,L93090TN1956GOI003507,44,1,2009_10,NA
679,N L C INDIA LTD.,L93090TN1956GOI003507,44,1,2010_11,NA
680,N L C INDIA LTD.,L93090TN1956GOI003507,44,1,2011_12,0.79
681,N L C INDIA LTD.,L93090TN1956GOI003507,44,1,2012_13,0.82
682,N L C INDIA LTD.,L93090TN1956GOI003507,44,1,2013_14,1.36
683,N L C INDIA LTD.,L93090TN1956GOI003507,44,1,2014_15,NA
684,N L C INDIA LTD.,L93090TN1956GOI003507,44,1,2015_16,3.7
685,N L C INDIA LTD.,L93090TN1956GOI003507,44,1,2016_17,1.71
686,N L C INDIA LTD.,L93090TN1956GOI003507,44,1,2017_18,2.34
687,N L C INDIA LTD.,L93090TN1956GOI003507,44,1,2018_19,2
688,N M D C LTD.,L13100AP1958GOI001674,9,1,2011_12,NA
689,N M D C LTD.,L13100AP1958GOI001674,9,1,2012_13,NA
690,N M D C LTD.,L13100AP1958GOI001674,9,1,2013_14,NA
691,N T P C LTD.,L40101DL1975GOI007966,4,1,2007_08,NA
692,N T P C LTD.,L40101DL1975GOI007966,4,1,2008_09,NA
693,N T P C LTD.,L40101DL1975GOI007966,4,1,2009_10,NA
694,N T P C LTD.,L40101DL1975GOI007966,4,1,2010_11,NA
695,N T P C LTD.,L40101DL1975GOI007966,4,1,2011_12,0.44
696,N T P C LTD.,L40101DL1975GOI007966,4,1,2012_13,0.58
697,N T P C LTD.,L40101DL1975GOI007966,4,1,2013_14,0.94
698,N T P C LTD.,L40101DL1975GOI007966,4,1,2014_15,1.45
699,N T P C LTD.,L40101DL1975GOI007966,4,1,2015_16,3.62
700,N T P C LTD.,L40101DL1975GOI007966,4,1,2016_17,2.44
701,N T P C LTD.,L40101DL1975GOI007966,4,1,2017_18,2.19
702,N T P C LTD.,L40101DL1975GOI007966,4,1,2018_19,2.41
703,NATIONAL ALUMINIUM CO. LTD.,L27203OR1981GOI000920,56,1,2007_08,NA
704,NATIONAL ALUMINIUM CO. LTD.,L27203OR1981GOI000920,56,1,2008_09,NA
705,NATIONAL ALUMINIUM CO. LTD.,L27203OR1981GOI000920,56,1,2009_10,NA
706,NATIONAL ALUMINIUM CO. LTD.,L27203OR1981GOI000920,56,1,2010_11,NA
707,NATIONAL ALUMINIUM CO. LTD.,L27203OR1981GOI000920,56,1,2011_12,1.39
708,NATIONAL ALUMINIUM CO. LTD.,L27203OR1981GOI000920,56,1,2012_13,2.39
709,NATIONAL ALUMINIUM CO. LTD.,L27203OR1981GOI000920,56,1,2013_14,2.39
710,NATIONAL ALUMINIUM CO. LTD.,L27203OR1981GOI000920,56,1,2014_15,NA
711,NATIONAL ALUMINIUM CO. LTD.,L27203OR1981GOI000920,56,1,2015_16,2.07
712,NATIONAL ALUMINIUM CO. LTD.,L27203OR1981GOI000920,56,1,2016_17,2.18
713,NATIONAL ALUMINIUM CO. LTD.,L27203OR1981GOI000920,56,1,2017_18,2.08
714,NATIONAL ALUMINIUM CO. LTD.,L27203OR1981GOI000920,56,1,2018_19,2.22
715,NORTHERN COALFIELDS LTD.,U10102MP1985GOI003160,57,1,2007_08,NA
716,NORTHERN COALFIELDS LTD.,U10102MP1985GOI003160,57,1,2009_10,NA
717,NORTHERN COALFIELDS LTD.,U10102MP1985GOI003160,57,1,2010_11,NA
718,NORTHERN COALFIELDS LTD.,U10102MP1985GOI003160,57,1,2011_12,NA
719,NORTHERN COALFIELDS LTD.,U10102MP1985GOI003160,57,1,2012_13,0.44
720,NORTHERN COALFIELDS LTD.,U10102MP1985GOI003160,57,1,2013_14,0.94
721,NORTHERN COALFIELDS LTD.,U10102MP1985GOI003160,57,1,2014_15,NA
722,NORTHERN COALFIELDS LTD.,U10102MP1985GOI003160,57,1,2015_16,NA
723,NORTHERN COALFIELDS LTD.,U10102MP1985GOI003160,57,1,2016_17,2.08
724,NORTHERN COALFIELDS LTD.,U10102MP1985GOI003160,57,1,2017_18,1.01
725,NORTHERN COALFIELDS LTD.,U10102MP1985GOI003160,57,1,2018_19,1.95
726,NUCLEAR POWER CORPN. OF INDIA LTD.,U40104MH1987GOI149458,45,1,2007_08,NA
727,NUCLEAR POWER CORPN. OF INDIA LTD.,U40104MH1987GOI149458,45,1,2008_09,NA
728,NUCLEAR POWER CORPN. OF INDIA LTD.,U40104MH1987GOI149458,45,1,2009_10,NA
729,NUCLEAR POWER CORPN. OF INDIA LTD.,U40104MH1987GOI149458,45,1,2010_11,NA
730,NUCLEAR POWER CORPN. OF INDIA LTD.,U40104MH1987GOI149458,45,1,2011_12,2.64
731,NUCLEAR POWER CORPN. OF INDIA LTD.,U40104MH1987GOI149458,45,1,2012_13,1.41
732,NUCLEAR POWER CORPN. OF INDIA LTD.,U40104MH1987GOI149458,45,1,2013_14,0.67
733,NUCLEAR POWER CORPN. OF INDIA LTD.,U40104MH1987GOI149458,45,1,2014_15,0.23
734,NUCLEAR POWER CORPN. OF INDIA LTD.,U40104MH1987GOI149458,45,1,2015_16,0.84
735,NUCLEAR POWER CORPN. OF INDIA LTD.,U40104MH1987GOI149458,45,1,2016_17,2.36
736,NUCLEAR POWER CORPN. OF INDIA LTD.,U40104MH1987GOI149458,45,1,2017_18,2.02
737,NUCLEAR POWER CORPN. OF INDIA LTD.,U40104MH1987GOI149458,45,1,2018_19,2.05
738,NUMALIGARH REFINERY LTD.,U11202AS1993GOI003893,77,1,2007_08,NA
739,NUMALIGARH REFINERY LTD.,U11202AS1993GOI003893,77,1,2008_09,NA
740,NUMALIGARH REFINERY LTD.,U11202AS1993GOI003893,77,1,2009_10,NA
741,NUMALIGARH REFINERY LTD.,U11202AS1993GOI003893,77,1,2010_11,NA
742,NUMALIGARH REFINERY LTD.,U11202AS1993GOI003893,77,1,2011_12,1.6
743,NUMALIGARH REFINERY LTD.,U11202AS1993GOI003893,77,1,2012_13,1.56
744,NUMALIGARH REFINERY LTD.,U11202AS1993GOI003893,77,1,2013_14,1.63
745,NUMALIGARH REFINERY LTD.,U11202AS1993GOI003893,77,1,2014_15,NA
746,NUMALIGARH REFINERY LTD.,U11202AS1993GOI003893,77,1,2015_16,NA
747,NUMALIGARH REFINERY LTD.,U11202AS1993GOI003893,77,1,2016_17,NA
748,NUMALIGARH REFINERY LTD.,U11202AS1993GOI003893,77,1,2017_18,NA
749,NUMALIGARH REFINERY LTD.,U11202AS1993GOI003893,77,1,2018_19,2.02
750,ODISHA MINING CORPN. LTD.,U13100OR1956SGC000313,88,1,2007_08,NA
751,ODISHA MINING CORPN. LTD.,U13100OR1956SGC000313,88,1,2008_09,NA
752,ODISHA MINING CORPN. LTD.,U13100OR1956SGC000313,88,1,2009_10,NA
753,ODISHA MINING CORPN. LTD.,U13100OR1956SGC000313,88,1,2010_11,NA
754,ODISHA MINING CORPN. LTD.,U13100OR1956SGC000313,88,1,2011_12,0.19
755,ODISHA MINING CORPN. LTD.,U13100OR1956SGC000313,88,1,2012_13,0.42
756,ODISHA MINING CORPN. LTD.,U13100OR1956SGC000313,88,1,2013_14,0.55
757,ODISHA MINING CORPN. LTD.,U13100OR1956SGC000313,88,1,2014_15,NA
758,ODISHA MINING CORPN. LTD.,U13100OR1956SGC000313,88,1,2015_16,3.09
759,ODISHA MINING CORPN. LTD.,U13100OR1956SGC000313,88,1,2016_17,2.23
760,ODISHA MINING CORPN. LTD.,U13100OR1956SGC000313,88,1,2017_18,2.32
761,ODISHA MINING CORPN. LTD.,U13100OR1956SGC000313,88,1,2018_19,2.08
762,OIL & NATURAL GAS CORPN. LTD.,L74899DL1993GOI054155,2,1,2007_08,NA
763,OIL & NATURAL GAS CORPN. LTD.,L74899DL1993GOI054155,2,1,2008_09,NA
764,OIL & NATURAL GAS CORPN. LTD.,L74899DL1993GOI054155,2,1,2009_10,NA
765,OIL & NATURAL GAS CORPN. LTD.,L74899DL1993GOI054155,2,1,2010_11,NA
766,OIL & NATURAL GAS CORPN. LTD.,L74899DL1993GOI054155,2,1,2011_12,0.47
767,OIL & NATURAL GAS CORPN. LTD.,L74899DL1993GOI054155,2,1,2012_13,0.42
768,OIL & NATURAL GAS CORPN. LTD.,L74899DL1993GOI054155,2,1,2013_14,1.06
769,OIL & NATURAL GAS CORPN. LTD.,L74899DL1993GOI054155,2,1,2014_15,1.5
770,OIL & NATURAL GAS CORPN. LTD.,L74899DL1993GOI054155,2,1,2015_16,1.42
771,OIL & NATURAL GAS CORPN. LTD.,L74899DL1993GOI054155,2,1,2016_17,1.96
772,OIL & NATURAL GAS CORPN. LTD.,L74899DL1993GOI054155,2,1,2017_18,20.67
773,OIL & NATURAL GAS CORPN. LTD.,L74899DL1993GOI054155,2,1,2018_19,2.56
774,OIL INDIA LTD.,L11101AS1959GOI001148,18,1,2007_08,NA
775,OIL INDIA LTD.,L11101AS1959GOI001148,18,1,2008_09,NA
776,OIL INDIA LTD.,L11101AS1959GOI001148,18,1,2009_10,NA
777,OIL INDIA LTD.,L11101AS1959GOI001148,18,1,2010_11,NA
778,OIL INDIA LTD.,L11101AS1959GOI001148,18,1,2011_12,NA
779,OIL INDIA LTD.,L11101AS1959GOI001148,18,1,2012_13,0.33
780,OIL INDIA LTD.,L11101AS1959GOI001148,18,1,2013_14,1.49
781,OIL INDIA LTD.,L11101AS1959GOI001148,18,1,2014_15,2.72
782,OIL INDIA LTD.,L11101AS1959GOI001148,18,1,2015_16,2.09
783,OIL INDIA LTD.,L11101AS1959GOI001148,18,1,2016_17,2.86
784,OIL INDIA LTD.,L11101AS1959GOI001148,18,1,2017_18,3.26
785,OIL INDIA LTD.,L11101AS1959GOI001148,18,1,2018_19,4.75
786,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,L72200MH1989PLC053666,73,0,2007_08,NA
787,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,L72200MH1989PLC053666,73,0,2008_09,NA
788,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,L72200MH1989PLC053666,73,0,2009_10,NA
789,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,L72200MH1989PLC053666,73,0,2010_11,NA
790,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,L72200MH1989PLC053666,73,0,2011_12,NA
791,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,L72200MH1989PLC053666,73,0,2012_13,NA
792,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,L72200MH1989PLC053666,73,0,2013_14,NA
793,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,L72200MH1989PLC053666,73,0,2014_15,0.72
794,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,L72200MH1989PLC053666,73,0,2015_16,1.49
795,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,L72200MH1989PLC053666,73,0,2016_17,2.01
796,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,L72200MH1989PLC053666,73,0,2017_18,2
797,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,L72200MH1989PLC053666,73,0,2018_19,2
798,PEE VEE TEXTILES LTD.,U17110MH1986PLC039177,91,0,2010_11,NA
799,PEE VEE TEXTILES LTD.,U17110MH1986PLC039177,91,0,2011_12,NA
800,PEE VEE TEXTILES LTD.,U17110MH1986PLC039177,91,0,2012_13,NA
801,PEE VEE TEXTILES LTD.,U17110MH1986PLC039177,91,0,2013_14,NA
802,PEE VEE TEXTILES LTD.,U17110MH1986PLC039177,91,0,2014_15,NA
803,PEE VEE TEXTILES LTD.,U17110MH1986PLC039177,91,0,2015_16,NA
804,PEE VEE TEXTILES LTD.,U17110MH1986PLC039177,91,0,2016_17,0.77
805,PEE VEE TEXTILES LTD.,U17110MH1986PLC039177,91,0,2017_18,2.01
806,PIDILITE INDUSTRIES LTD.,L24100MH1969PLC014336,99,0,2007_08,NA
807,PIDILITE INDUSTRIES LTD.,L24100MH1969PLC014336,99,0,2008_09,NA
808,PIDILITE INDUSTRIES LTD.,L24100MH1969PLC014336,99,0,2009_10,NA
809,PIDILITE INDUSTRIES LTD.,L24100MH1969PLC014336,99,0,2010_11,NA
810,PIDILITE INDUSTRIES LTD.,L24100MH1969PLC014336,99,0,2011_12,NA
811,PIDILITE INDUSTRIES LTD.,L24100MH1969PLC014336,99,0,2012_13,NA
812,PIDILITE INDUSTRIES LTD.,L24100MH1969PLC014336,99,0,2013_14,NA
813,PIDILITE INDUSTRIES LTD.,L24100MH1969PLC014336,99,0,2014_15,2.02
814,PIDILITE INDUSTRIES LTD.,L24100MH1969PLC014336,99,0,2015_16,2.04
815,PIDILITE INDUSTRIES LTD.,L24100MH1969PLC014336,99,0,2016_17,2.42
816,PIDILITE INDUSTRIES LTD.,L24100MH1969PLC014336,99,0,2017_18,2.12
817,PIDILITE INDUSTRIES LTD.,L24100MH1969PLC014336,99,0,2018_19,20
818,PIRAMAL ENTERPRISES LTD.,L24110MH1947PLC005719,61,0,2007_08,NA
819,PIRAMAL ENTERPRISES LTD.,L24110MH1947PLC005719,61,0,2008_09,NA
820,PIRAMAL ENTERPRISES LTD.,L24110MH1947PLC005719,61,0,2009_10,NA
821,PIRAMAL ENTERPRISES LTD.,L24110MH1947PLC005719,61,0,2010_11,NA
822,PIRAMAL ENTERPRISES LTD.,L24110MH1947PLC005719,61,0,2011_12,NA
823,PIRAMAL ENTERPRISES LTD.,L24110MH1947PLC005719,61,0,2012_13,NA
824,PIRAMAL ENTERPRISES LTD.,L24110MH1947PLC005719,61,0,2013_14,NA
825,PIRAMAL ENTERPRISES LTD.,L24110MH1947PLC005719,61,0,2014_15,-49.85
826,PIRAMAL ENTERPRISES LTD.,L24110MH1947PLC005719,61,0,2015_16,-671.69
827,PIRAMAL ENTERPRISES LTD.,L24110MH1947PLC005719,61,0,2016_17,5.9
828,PIRAMAL ENTERPRISES LTD.,L24110MH1947PLC005719,61,0,2017_18,4.03
829,PIRAMAL ENTERPRISES LTD.,L24110MH1947PLC005719,61,0,2018_19,3.84
830,POWER FINANCE CORPN. LTD.,L65910DL1986GOI024862,26,1,2007_08,NA
831,POWER FINANCE CORPN. LTD.,L65910DL1986GOI024862,26,1,2008_09,NA
832,POWER FINANCE CORPN. LTD.,L65910DL1986GOI024862,26,1,2009_10,NA
833,POWER FINANCE CORPN. LTD.,L65910DL1986GOI024862,26,1,2010_11,NA
834,POWER FINANCE CORPN. LTD.,L65910DL1986GOI024862,26,1,2011_12,0.63
835,POWER FINANCE CORPN. LTD.,L65910DL1986GOI024862,26,1,2012_13,0.54
836,POWER FINANCE CORPN. LTD.,L65910DL1986GOI024862,26,1,2013_14,NA
837,POWER FINANCE CORPN. LTD.,L65910DL1986GOI024862,26,1,2014_15,0.88
838,POWER FINANCE CORPN. LTD.,L65910DL1986GOI024862,26,1,2015_16,2.68
839,POWER FINANCE CORPN. LTD.,L65910DL1986GOI024862,26,1,2016_17,2.02
840,POWER FINANCE CORPN. LTD.,L65910DL1986GOI024862,26,1,2017_18,1.58
841,POWER FINANCE CORPN. LTD.,L65910DL1986GOI024862,26,1,2018_19,1.36
842,POWER GRID CORPN. OF INDIA LTD.,L40101DL1989GOI038121,15,1,2007_08,NA
843,POWER GRID CORPN. OF INDIA LTD.,L40101DL1989GOI038121,15,1,2008_09,NA
844,POWER GRID CORPN. OF INDIA LTD.,L40101DL1989GOI038121,15,1,2009_10,NA
845,POWER GRID CORPN. OF INDIA LTD.,L40101DL1989GOI038121,15,1,2010_11,NA
846,POWER GRID CORPN. OF INDIA LTD.,L40101DL1989GOI038121,15,1,2011_12,0.85
847,POWER GRID CORPN. OF INDIA LTD.,L40101DL1989GOI038121,15,1,2012_13,0.59
848,POWER GRID CORPN. OF INDIA LTD.,L40101DL1989GOI038121,15,1,2013_14,0.58
849,POWER GRID CORPN. OF INDIA LTD.,L40101DL1989GOI038121,15,1,2014_15,0.86
850,POWER GRID CORPN. OF INDIA LTD.,L40101DL1989GOI038121,15,1,2015_16,1.9
851,POWER GRID CORPN. OF INDIA LTD.,L40101DL1989GOI038121,15,1,2016_17,2.17
852,POWER GRID CORPN. OF INDIA LTD.,L40101DL1989GOI038121,15,1,2017_18,2
853,POWER GRID CORPN. OF INDIA LTD.,L40101DL1989GOI038121,15,1,2018_19,2
854,PUNJAB NATIONAL BANK,NA,92,1,2007_08,NA
855,PUNJAB NATIONAL BANK,NA,92,1,2008_09,NA
856,PUNJAB NATIONAL BANK,NA,92,1,2009_10,NA
857,PUNJAB NATIONAL BANK,NA,92,1,2010_11,NA
858,PUNJAB NATIONAL BANK,NA,92,1,2011_12,NA
859,PUNJAB NATIONAL BANK,NA,92,1,2012_13,0.05
860,PUNJAB NATIONAL BANK,NA,92,1,2013_14,0.04
861,PUNJAB NATIONAL BANK,NA,92,1,2014_15,0.06
862,PUNJAB NATIONAL BANK,NA,92,1,2015_16,0.13
863,PUNJAB NATIONAL BANK,NA,92,1,2016_17,1.95
864,PUNJAB NATIONAL BANK,NA,92,1,2017_18,4.29
865,PUNJAB NATIONAL BANK,NA,92,1,2018_19,-0.62
866,R E C LTD.,L40101DL1969GOI005095,23,1,2007_08,NA
867,R E C LTD.,L40101DL1969GOI005095,23,1,2008_09,NA
868,R E C LTD.,L40101DL1969GOI005095,23,1,2009_10,NA
